type	time	latitude	longitude	altitude (m)	temperature	name	desc
T	2016-02-11 01:11:53	47.718058000	-122.247245000	140.8	20		
T	2016-02-11 01:11:54	47.718052000	-122.247236000	140.8	20		
T	2016-02-11 01:11:55	47.718051000	-122.247236000	140.8	20		
T	2016-02-11 01:11:56	47.718051000	-122.247237000	140.8	20		
T	2016-02-11 01:11:57	47.718038000	-122.247231000	140.8	20		
T	2016-02-11 01:11:58	47.718043000	-122.247237000	140.8	20		
T	2016-02-11 01:11:59	47.718047000	-122.247240000	140.8	20		
T	2016-02-11 01:12:00	47.718049000	-122.247241000	140.8	20		
T	2016-02-11 01:12:01	47.718049000	-122.247249000	140.8	20		
T	2016-02-11 01:12:02	47.718050000	-122.247255000	140.8	20		
T	2016-02-11 01:12:03	47.718055000	-122.247259000	140.8	20		
T	2016-02-11 01:12:04	47.718060000	-122.247263000	140.8	20		
T	2016-02-11 01:12:05	47.718061000	-122.247258000	140.8	20		
T	2016-02-11 01:12:06	47.718062000	-122.247251000	140.8	20		
T	2016-02-11 01:12:07	47.718062000	-122.247248000	141.0	20		
T	2016-02-11 01:12:08	47.718062000	-122.247249000	141.0	20		
T	2016-02-11 01:12:09	47.718068000	-122.247245000	141.0	20		
T	2016-02-11 01:12:10	47.718071000	-122.247239000	141.0	20		
T	2016-02-11 01:12:11	47.718072000	-122.247232000	141.0	20		
T	2016-02-11 01:12:12	47.718074000	-122.247228000	141.0	20		
T	2016-02-11 01:12:13	47.718069000	-122.247230000	141.0	20		
T	2016-02-11 01:12:14	47.718067000	-122.247227000	141.0	20		
T	2016-02-11 01:12:15	47.718072000	-122.247229000	141.0	20		
T	2016-02-11 01:12:16	47.718075000	-122.247230000	141.0	20		
T	2016-02-11 01:12:17	47.718083000	-122.247233000	141.0	20		
T	2016-02-11 01:12:18	47.718090000	-122.247234000	141.0	20		
T	2016-02-11 01:12:19	47.718087000	-122.247221000	141.0	20		
T	2016-02-11 01:12:20	47.718087000	-122.247215000	141.0	20		
T	2016-02-11 01:12:21	47.718091000	-122.247214000	141.0	20		
T	2016-02-11 01:12:22	47.718097000	-122.247215000	141.0	20		
T	2016-02-11 01:12:23	47.718095000	-122.247215000	141.0	20		
T	2016-02-11 01:12:24	47.718089000	-122.247209000	141.0	20		
T	2016-02-11 01:12:25	47.718095000	-122.247209000	140.8	20		
T	2016-02-11 01:12:26	47.718094000	-122.247205000	140.8	20		
T	2016-02-11 01:12:27	47.718091000	-122.247203000	140.8	20		
T	2016-02-11 01:12:28	47.718090000	-122.247197000	140.8	20		
T	2016-02-11 01:12:29	47.718086000	-122.247189000	140.8	20		
T	2016-02-11 01:12:30	47.718089000	-122.247189000	140.8	20		
T	2016-02-11 01:12:31	47.718085000	-122.247185000	140.8	20		
T	2016-02-11 01:12:32	47.718084000	-122.247180000	140.8	20		
T	2016-02-11 01:12:33	47.718086000	-122.247180000	140.8	20		
T	2016-02-11 01:12:34	47.718088000	-122.247181000	140.8	20		
T	2016-02-11 01:12:35	47.718080000	-122.247184000	140.8	20		
T	2016-02-11 01:12:36	47.718082000	-122.247185000	140.8	20		
T	2016-02-11 01:12:37	47.718070000	-122.247186000	140.8	20		
T	2016-02-11 01:12:38	47.718055000	-122.247186000	140.8	20		
T	2016-02-11 01:12:39	47.718042000	-122.247186000	140.8	20		
T	2016-02-11 01:12:40	47.718030000	-122.247169000	140.8	20		
T	2016-02-11 01:12:41	47.718015000	-122.247157000	140.6	20		
T	2016-02-11 01:12:42	47.718014000	-122.247159000	140.6	20		
T	2016-02-11 01:12:43	47.718012000	-122.247155000	140.6	20		
T	2016-02-11 01:12:44	47.718004000	-122.247156000	140.6	20		
T	2016-02-11 01:12:45	47.718005000	-122.247151000	140.6	20		
T	2016-02-11 01:12:46	47.718002000	-122.247150000	140.6	20		
T	2016-02-11 01:12:47	47.718006000	-122.247146000	140.6	20		
T	2016-02-11 01:12:48	47.718009000	-122.247147000	140.8	20		
T	2016-02-11 01:12:49	47.718009000	-122.247148000	140.8	20		
T	2016-02-11 01:12:50	47.718009000	-122.247152000	140.6	20		
T	2016-02-11 01:12:51	47.718011000	-122.247154000	140.6	20		
T	2016-02-11 01:12:52	47.718009000	-122.247178000	140.8	20		
T	2016-02-11 01:12:53	47.718008000	-122.247195000	140.8	20		
T	2016-02-11 01:12:54	47.718007000	-122.247203000	140.8	20		
T	2016-02-11 01:12:55	47.718005000	-122.247217000	140.8	20		
T	2016-02-11 01:12:56	47.718005000	-122.247222000	140.8	20		
T	2016-02-11 01:12:57	47.718006000	-122.247224000	140.8	20		
T	2016-02-11 01:12:58	47.718007000	-122.247232000	140.8	20		
T	2016-02-11 01:12:59	47.718007000	-122.247229000	140.8	20		
T	2016-02-11 01:13:00	47.718012000	-122.247237000	140.8	19		
T	2016-02-11 01:13:01	47.718016000	-122.247244000	140.8	19		
T	2016-02-11 01:13:02	47.718018000	-122.247258000	140.8	19		
T	2016-02-11 01:13:03	47.718022000	-122.247264000	140.8	19		
T	2016-02-11 01:13:04	47.718019000	-122.247259000	140.8	19		
T	2016-02-11 01:13:05	47.718021000	-122.247262000	140.8	19		
T	2016-02-11 01:13:06	47.718022000	-122.247253000	140.8	19		
T	2016-02-11 01:13:07	47.718024000	-122.247255000	140.8	19		
T	2016-02-11 01:13:08	47.718026000	-122.247257000	140.8	19		
T	2016-02-11 01:13:09	47.718029000	-122.247256000	140.8	19		
T	2016-02-11 01:13:10	47.718027000	-122.247283000	140.8	19		
T	2016-02-11 01:13:11	47.718028000	-122.247295000	140.8	19		
T	2016-02-11 01:13:12	47.718028000	-122.247293000	140.8	19		
T	2016-02-11 01:13:13	47.718023000	-122.247281000	140.8	19		
T	2016-02-11 01:13:14	47.718014000	-122.247266000	140.8	19		
T	2016-02-11 01:13:15	47.718009000	-122.247262000	140.8	19		
T	2016-02-11 01:13:16	47.718007000	-122.247262000	140.8	19		
T	2016-02-11 01:13:17	47.718000000	-122.247271000	140.8	19		
T	2016-02-11 01:13:18	47.718002000	-122.247281000	140.8	19		
T	2016-02-11 01:13:19	47.717999000	-122.247276000	141.0	19		
T	2016-02-11 01:13:20	47.717993000	-122.247274000	141.0	19		
T	2016-02-11 01:13:21	47.717990000	-122.247279000	141.0	19		
T	2016-02-11 01:13:22	47.717984000	-122.247282000	140.8	19		
T	2016-02-11 01:13:23	47.717973000	-122.247295000	141.0	19		
T	2016-02-11 01:13:24	47.717967000	-122.247292000	141.0	19		
T	2016-02-11 01:13:25	47.717963000	-122.247281000	141.0	19		
T	2016-02-11 01:13:26	47.717963000	-122.247281000	141.0	19		
T	2016-02-11 01:13:27	47.717962000	-122.247277000	141.0	19		
T	2016-02-11 01:13:28	47.717961000	-122.247275000	141.0	19		
T	2016-02-11 01:13:29	47.717959000	-122.247278000	141.0	19		
T	2016-02-11 01:13:30	47.717956000	-122.247279000	141.0	19		
T	2016-02-11 01:13:31	47.717954000	-122.247282000	141.0	19		
T	2016-02-11 01:13:32	47.717954000	-122.247292000	141.0	19		
T	2016-02-11 01:13:33	47.717957000	-122.247293000	141.0	19		
T	2016-02-11 01:13:34	47.717959000	-122.247294000	141.0	19		
T	2016-02-11 01:13:35	47.717961000	-122.247293000	141.0	19		
T	2016-02-11 01:13:36	47.717965000	-122.247291000	141.0	19		
T	2016-02-11 01:13:37	47.717970000	-122.247287000	141.0	19		
T	2016-02-11 01:13:38	47.717975000	-122.247286000	141.0	19		
T	2016-02-11 01:13:39	47.717980000	-122.247286000	141.0	19		
T	2016-02-11 01:13:40	47.717985000	-122.247283000	141.0	19		
T	2016-02-11 01:13:41	47.717989000	-122.247277000	141.0	19		
T	2016-02-11 01:13:42	47.717993000	-122.247274000	141.0	19		
T	2016-02-11 01:13:43	47.717994000	-122.247280000	141.2	19		
T	2016-02-11 01:13:44	47.717995000	-122.247282000	141.2	19		
T	2016-02-11 01:13:45	47.717997000	-122.247285000	141.2	19		
T	2016-02-11 01:13:46	47.717998000	-122.247284000	141.2	19		
T	2016-02-11 01:13:47	47.718004000	-122.247278000	141.2	19		
T	2016-02-11 01:13:48	47.718006000	-122.247279000	141.2	19		
T	2016-02-11 01:13:49	47.717999000	-122.247294000	141.2	19		
T	2016-02-11 01:13:50	47.717997000	-122.247300000	141.2	19		
T	2016-02-11 01:13:51	47.717997000	-122.247302000	141.0	19		
T	2016-02-11 01:13:52	47.717999000	-122.247303000	141.0	19		
T	2016-02-11 01:13:53	47.718002000	-122.247316000	141.0	19		
T	2016-02-11 01:13:54	47.718008000	-122.247328000	141.0	19		
T	2016-02-11 01:13:55	47.718012000	-122.247334000	141.0	19		
T	2016-02-11 01:13:56	47.718015000	-122.247337000	141.2	19		
T	2016-02-11 01:13:57	47.718016000	-122.247339000	141.2	19		
T	2016-02-11 01:13:58	47.718016000	-122.247342000	141.2	19		
T	2016-02-11 01:13:59	47.718017000	-122.247343000	141.2	19		
T	2016-02-11 01:14:00	47.718017000	-122.247343000	141.2	19		
T	2016-02-11 01:14:01	47.718015000	-122.247344000	141.2	19		
T	2016-02-11 01:14:02	47.718015000	-122.247342000	141.2	19		
T	2016-02-11 01:14:03	47.718014000	-122.247342000	141.2	19		
T	2016-02-11 01:14:04	47.718014000	-122.247339000	141.2	19		
T	2016-02-11 01:14:05	47.718017000	-122.247332000	141.2	19		
T	2016-02-11 01:14:06	47.718024000	-122.247320000	141.4	19		
T	2016-02-11 01:14:07	47.718030000	-122.247306000	141.2	19		
T	2016-02-11 01:14:08	47.718037000	-122.247288000	141.2	19		
T	2016-02-11 01:14:09	47.718042000	-122.247277000	141.2	19		
T	2016-02-11 01:14:10	47.718047000	-122.247266000	141.2	19		
T	2016-02-11 01:14:11	47.718049000	-122.247261000	141.4	19		
T	2016-02-11 01:14:12	47.718050000	-122.247255000	141.4	19		
T	2016-02-11 01:14:13	47.718048000	-122.247247000	141.2	19		
T	2016-02-11 01:14:14	47.718047000	-122.247241000	141.2	19		
T	2016-02-11 01:14:15	47.718044000	-122.247246000	141.2	19		
T	2016-02-11 01:14:16	47.718040000	-122.247252000	141.2	19		
T	2016-02-11 01:14:17	47.718035000	-122.247259000	141.2	19		
T	2016-02-11 01:14:18	47.718031000	-122.247268000	141.0	19		
T	2016-02-11 01:14:19	47.718027000	-122.247271000	141.0	19		
T	2016-02-11 01:14:20	47.718026000	-122.247271000	141.0	19		
T	2016-02-11 01:14:21	47.718026000	-122.247271000	141.0	19		
T	2016-02-11 01:14:22	47.718027000	-122.247268000	141.2	19		
T	2016-02-11 01:14:23	47.718013000	-122.247289000	141.2	19		
T	2016-02-11 01:14:24	47.718010000	-122.247290000	141.2	19		
T	2016-02-11 01:14:25	47.718008000	-122.247293000	141.2	19		
T	2016-02-11 01:14:26	47.718007000	-122.247295000	141.2	19		
T	2016-02-11 01:14:27	47.718007000	-122.247298000	141.2	19		
T	2016-02-11 01:14:28	47.718007000	-122.247290000	141.2	19		
T	2016-02-11 01:14:29	47.718007000	-122.247283000	141.2	19		
T	2016-02-11 01:14:30	47.718007000	-122.247284000	141.2	19		
T	2016-02-11 01:14:31	47.718004000	-122.247284000	141.4	19		
T	2016-02-11 01:14:32	47.718005000	-122.247284000	141.4	19		
T	2016-02-11 01:14:33	47.718008000	-122.247280000	141.4	19		
T	2016-02-11 01:14:34	47.718011000	-122.247276000	141.4	19		
T	2016-02-11 01:14:35	47.718004000	-122.247282000	141.4	19		
T	2016-02-11 01:14:36	47.717993000	-122.247298000	141.4	19		
T	2016-02-11 01:14:37	47.717991000	-122.247303000	141.4	19		
T	2016-02-11 01:14:38	47.717989000	-122.247307000	141.2	19		
T	2016-02-11 01:14:39	47.717987000	-122.247309000	141.2	19		
T	2016-02-11 01:14:40	47.717990000	-122.247311000	141.4	19		
T	2016-02-11 01:14:41	47.717995000	-122.247314000	141.4	19		
T	2016-02-11 01:14:42	47.717996000	-122.247316000	141.4	19		
T	2016-02-11 01:14:43	47.717990000	-122.247329000	141.4	19		
T	2016-02-11 01:14:44	47.717991000	-122.247333000	141.6	19		
T	2016-02-11 01:14:45	47.717977000	-122.247360000	141.4	19		
T	2016-02-11 01:14:46	47.717975000	-122.247369000	141.4	19		
T	2016-02-11 01:14:47	47.717976000	-122.247374000	141.4	19		
T	2016-02-11 01:14:48	47.717980000	-122.247370000	141.4	19		
T	2016-02-11 01:14:49	47.717984000	-122.247371000	141.2	19		
T	2016-02-11 01:14:50	47.717991000	-122.247362000	141.2	19		
T	2016-02-11 01:14:51	47.718002000	-122.247347000	141.2	19		
T	2016-02-11 01:14:52	47.718019000	-122.247324000	141.2	19		
T	2016-02-11 01:14:53	47.718025000	-122.247313000	141.2	19		
T	2016-02-11 01:14:54	47.718026000	-122.247307000	141.2	19		
T	2016-02-11 01:14:55	47.718030000	-122.247297000	141.2	19		
T	2016-02-11 01:14:56	47.718035000	-122.247285000	141.2	19		
T	2016-02-11 01:14:57	47.718028000	-122.247291000	141.2	19		
T	2016-02-11 01:14:58	47.718017000	-122.247307000	141.2	19		
T	2016-02-11 01:14:59	47.718006000	-122.247320000	141.2	19		
T	2016-02-11 01:15:00	47.717996000	-122.247333000	141.2	19		
T	2016-02-11 01:15:01	47.717993000	-122.247334000	141.2	19		
T	2016-02-11 01:15:02	47.717997000	-122.247323000	141.2	19		
T	2016-02-11 01:15:03	47.718003000	-122.247311000	141.2	19		
T	2016-02-11 01:15:04	47.718002000	-122.247312000	141.2	19		
T	2016-02-11 01:15:05	47.717996000	-122.247320000	141.2	19		
T	2016-02-11 01:15:06	47.717994000	-122.247326000	141.2	19		
T	2016-02-11 01:15:07	47.717996000	-122.247327000	141.2	19		
T	2016-02-11 01:15:08	47.717991000	-122.247338000	141.2	19		
T	2016-02-11 01:15:09	47.717990000	-122.247343000	141.2	19		
T	2016-02-11 01:15:10	47.717990000	-122.247342000	141.2	19		
T	2016-02-11 01:15:11	47.717988000	-122.247343000	141.4	19		
T	2016-02-11 01:15:12	47.717986000	-122.247341000	141.4	19		
T	2016-02-11 01:15:13	47.717982000	-122.247340000	141.4	19		
T	2016-02-11 01:15:14	47.717980000	-122.247340000	141.4	19		
T	2016-02-11 01:15:15	47.717980000	-122.247338000	141.4	19		
T	2016-02-11 01:15:16	47.717979000	-122.247341000	141.4	19		
T	2016-02-11 01:15:17	47.717982000	-122.247332000	141.4	19		
T	2016-02-11 01:15:18	47.717985000	-122.247328000	141.4	19		
T	2016-02-11 01:15:19	47.717990000	-122.247325000	141.2	19		
T	2016-02-11 01:15:20	47.717990000	-122.247327000	141.2	19		
T	2016-02-11 01:15:21	47.717989000	-122.247330000	141.2	19		
T	2016-02-11 01:15:22	47.717986000	-122.247331000	141.2	19		
T	2016-02-11 01:15:23	47.717987000	-122.247330000	141.2	19		
T	2016-02-11 01:15:24	47.717979000	-122.247337000	141.2	19		
T	2016-02-11 01:15:25	47.717972000	-122.247339000	141.2	19		
T	2016-02-11 01:15:26	47.717969000	-122.247340000	141.2	19		
T	2016-02-11 01:15:27	47.717966000	-122.247338000	141.2	19		
T	2016-02-11 01:15:28	47.717966000	-122.247332000	141.2	19		
T	2016-02-11 01:15:29	47.717964000	-122.247326000	141.2	19		
T	2016-02-11 01:15:30	47.717968000	-122.247321000	141.2	19		
T	2016-02-11 01:15:31	47.717970000	-122.247319000	141.2	19		
T	2016-02-11 01:15:32	47.717973000	-122.247314000	141.2	19		
T	2016-02-11 01:15:33	47.717975000	-122.247313000	141.2	19		
T	2016-02-11 01:15:34	47.717977000	-122.247308000	141.2	19		
T	2016-02-11 01:15:35	47.717979000	-122.247307000	141.2	19		
T	2016-02-11 01:15:36	47.717981000	-122.247305000	141.2	19		
T	2016-02-11 01:15:37	47.717982000	-122.247303000	141.2	19		
T	2016-02-11 01:15:38	47.717985000	-122.247304000	141.2	19		
T	2016-02-11 01:15:39	47.717986000	-122.247305000	141.2	19		
T	2016-02-11 01:15:40	47.717991000	-122.247303000	141.2	19		
T	2016-02-11 01:15:41	47.717998000	-122.247308000	141.2	19		
T	2016-02-11 01:15:42	47.718008000	-122.247311000	141.2	19		
T	2016-02-11 01:15:43	47.718015000	-122.247317000	141.2	19		
T	2016-02-11 01:15:44	47.718028000	-122.247328000	141.2	19		
T	2016-02-11 01:15:45	47.718036000	-122.247323000	141.2	19		
T	2016-02-11 01:15:46	47.718039000	-122.247324000	141.2	19		
T	2016-02-11 01:15:47	47.718035000	-122.247341000	141.2	19		
T	2016-02-11 01:15:48	47.718038000	-122.247343000	141.2	19		
T	2016-02-11 01:15:49	47.718053000	-122.247364000	141.2	19		
T	2016-02-11 01:15:50	47.718075000	-122.247369000	141.2	19		
T	2016-02-11 01:15:51	47.718093000	-122.247368000	141.0	19		
T	2016-02-11 01:15:52	47.718098000	-122.247373000	141.0	19		
T	2016-02-11 01:15:53	47.718102000	-122.247372000	141.0	19		
T	2016-02-11 01:15:54	47.718107000	-122.247377000	141.0	19		
T	2016-02-11 01:15:55	47.718112000	-122.247377000	141.0	19		
T	2016-02-11 01:15:56	47.718117000	-122.247379000	141.0	19		
T	2016-02-11 01:15:57	47.718123000	-122.247352000	141.0	19		
T	2016-02-11 01:15:58	47.718136000	-122.247324000	141.0	19		
T	2016-02-11 01:15:59	47.718144000	-122.247315000	141.0	19		
T	2016-02-11 01:16:00	47.718150000	-122.247310000	141.0	19		
T	2016-02-11 01:16:01	47.718155000	-122.247304000	141.0	19		
T	2016-02-11 01:16:02	47.718152000	-122.247306000	141.0	19		
T	2016-02-11 01:16:03	47.718138000	-122.247295000	141.2	19		
T	2016-02-11 01:16:04	47.718135000	-122.247286000	141.2	19		
T	2016-02-11 01:16:05	47.718116000	-122.247284000	141.2	19		
T	2016-02-11 01:16:06	47.718114000	-122.247279000	141.2	19		
T	2016-02-11 01:16:07	47.718102000	-122.247286000	141.2	19		
T	2016-02-11 01:16:08	47.718094000	-122.247288000	141.2	19		
T	2016-02-11 01:16:09	47.718086000	-122.247291000	141.2	19		
T	2016-02-11 01:16:10	47.718077000	-122.247315000	141.2	19		
T	2016-02-11 01:16:11	47.718076000	-122.247319000	141.4	20		
T	2016-02-11 01:16:12	47.718072000	-122.247324000	141.2	20		
T	2016-02-11 01:16:13	47.718069000	-122.247327000	141.2	20		
T	2016-02-11 01:16:14	47.718068000	-122.247334000	141.2	20		
T	2016-02-11 01:16:15	47.718056000	-122.247365000	141.2	20		
T	2016-02-11 01:16:16	47.718050000	-122.247379000	141.2	20		
T	2016-02-11 01:16:17	47.718042000	-122.247391000	141.2	20		
T	2016-02-11 01:16:18	47.718039000	-122.247399000	141.2	20		
T	2016-02-11 01:16:19	47.718037000	-122.247405000	141.2	20		
T	2016-02-11 01:16:20	47.718035000	-122.247403000	141.2	20		
T	2016-02-11 01:16:21	47.718038000	-122.247402000	141.2	20		
T	2016-02-11 01:16:22	47.718041000	-122.247400000	141.2	20		
T	2016-02-11 01:16:23	47.718043000	-122.247400000	141.2	20		
T	2016-02-11 01:16:24	47.718043000	-122.247400000	141.2	20		
T	2016-02-11 01:16:25	47.718047000	-122.247395000	141.2	20		
T	2016-02-11 01:16:26	47.718048000	-122.247391000	141.2	20		
T	2016-02-11 01:16:27	47.718050000	-122.247388000	141.2	20		
T	2016-02-11 01:16:28	47.718046000	-122.247390000	141.2	20		
T	2016-02-11 01:16:29	47.718047000	-122.247388000	141.2	20		
T	2016-02-11 01:16:30	47.718048000	-122.247383000	141.2	20		
T	2016-02-11 01:16:31	47.718050000	-122.247377000	141.2	20		
T	2016-02-11 01:16:32	47.718048000	-122.247378000	141.2	20		
T	2016-02-11 01:16:33	47.718054000	-122.247371000	141.2	20		
T	2016-02-11 01:16:34	47.718048000	-122.247375000	141.2	20		
T	2016-02-11 01:16:35	47.718044000	-122.247383000	141.2	20		
T	2016-02-11 01:16:36	47.718041000	-122.247391000	141.2	20		
T	2016-02-11 01:16:37	47.718042000	-122.247395000	141.2	20		
T	2016-02-11 01:16:38	47.718041000	-122.247402000	141.2	20		
T	2016-02-11 01:16:39	47.718038000	-122.247404000	141.2	20		
T	2016-02-11 01:16:40	47.718038000	-122.247407000	141.4	20		
T	2016-02-11 01:16:41	47.718038000	-122.247408000	141.4	20		
T	2016-02-11 01:16:42	47.718040000	-122.247408000	141.4	20		
T	2016-02-11 01:16:43	47.718040000	-122.247408000	141.4	20		
T	2016-02-11 01:16:44	47.718043000	-122.247411000	141.4	20		
T	2016-02-11 01:16:45	47.718046000	-122.247412000	141.4	20		
T	2016-02-11 01:16:46	47.718047000	-122.247417000	141.4	20		
T	2016-02-11 01:16:47	47.718050000	-122.247420000	141.2	20		
T	2016-02-11 01:16:48	47.718054000	-122.247422000	141.2	20		
T	2016-02-11 01:16:49	47.718058000	-122.247421000	141.4	20		
T	2016-02-11 01:16:50	47.718059000	-122.247420000	141.4	20		
T	2016-02-11 01:16:51	47.718060000	-122.247421000	141.2	20		
T	2016-02-11 01:16:52	47.718062000	-122.247421000	141.4	20		
T	2016-02-11 01:16:53	47.718065000	-122.247422000	141.2	20		
T	2016-02-11 01:16:54	47.718067000	-122.247424000	141.2	20		
T	2016-02-11 01:16:55	47.718070000	-122.247429000	141.2	20		
T	2016-02-11 01:16:56	47.718071000	-122.247429000	141.2	20		
T	2016-02-11 01:16:57	47.718069000	-122.247428000	141.2	20		
T	2016-02-11 01:16:58	47.718069000	-122.247429000	141.2	20		
T	2016-02-11 01:16:59	47.718070000	-122.247430000	141.2	20		
T	2016-02-11 01:17:00	47.718070000	-122.247431000	141.2	20		
T	2016-02-11 01:17:01	47.718072000	-122.247419000	141.2	20		
T	2016-02-11 01:17:02	47.718072000	-122.247407000	141.0	20		
T	2016-02-11 01:17:03	47.718074000	-122.247398000	141.0	20		
T	2016-02-11 01:17:04	47.718076000	-122.247383000	141.0	20		
T	2016-02-11 01:17:05	47.718076000	-122.247374000	141.0	20		
T	2016-02-11 01:17:06	47.718074000	-122.247366000	141.2	20		
T	2016-02-11 01:17:07	47.718074000	-122.247361000	141.2	20		
T	2016-02-11 01:17:08	47.718074000	-122.247362000	141.2	20		
T	2016-02-11 01:17:09	47.718076000	-122.247354000	141.2	20		
T	2016-02-11 01:17:10	47.718079000	-122.247352000	141.2	20		
T	2016-02-11 01:17:11	47.718076000	-122.247349000	141.2	20		
T	2016-02-11 01:17:12	47.718075000	-122.247340000	141.0	20		
T	2016-02-11 01:17:13	47.718074000	-122.247338000	141.0	20		
T	2016-02-11 01:17:14	47.718066000	-122.247341000	141.0	20		
T	2016-02-11 01:17:15	47.718065000	-122.247342000	141.2	20		
T	2016-02-11 01:17:16	47.718068000	-122.247337000	141.2	20		
T	2016-02-11 01:17:17	47.718062000	-122.247341000	141.2	20		
T	2016-02-11 01:17:18	47.718061000	-122.247338000	141.2	20		
T	2016-02-11 01:17:19	47.718063000	-122.247338000	141.2	20		
T	2016-02-11 01:17:20	47.718063000	-122.247337000	141.2	20		
T	2016-02-11 01:17:21	47.718060000	-122.247335000	141.2	20		
T	2016-02-11 01:17:22	47.718057000	-122.247328000	141.2	20		
T	2016-02-11 01:17:23	47.718053000	-122.247329000	141.2	20		
T	2016-02-11 01:17:24	47.718053000	-122.247329000	141.2	20		
T	2016-02-11 01:17:25	47.718056000	-122.247327000	141.4	20		
T	2016-02-11 01:17:26	47.718056000	-122.247325000	141.2	20		
T	2016-02-11 01:17:27	47.718051000	-122.247322000	141.2	20		
T	2016-02-11 01:17:28	47.718048000	-122.247322000	141.2	20		
T	2016-02-11 01:17:29	47.718042000	-122.247326000	141.2	20		
T	2016-02-11 01:17:30	47.718038000	-122.247323000	141.2	20		
T	2016-02-11 01:17:31	47.718033000	-122.247321000	141.2	20		
